SizeRank,City,State,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31
64,Santa Ana,CA,159411,160914,162088,164463,166662,168949,171329,173595,175754,177848,179659,181723,183530,185783,187857,190493,193096,195401,197584,199703,202188,204460,206467,208385,210283,212439,214773,217491,220659,224342,228659,233093,237061,240531,243716,247075,250313,253800,257368,261688,266692,271378,275981,280655,286115,291750,297300,302296,307866,314754,323685,333053,343292,353800,363659,371775,377273,382531,386579,392414,399001,405546,413083,420554,429127,435608,442695,450034,457970,464640,469498,475498,480933,486838,491315,496323,500397,503880,504552,506406,507416,509853,510066,509023,509303,509993,511004,509263,506246,503368,498341,491851,482548,474843,469642,462991,454099,441144,429346,415943,400458,382342,364716,349777,338816,328529,318162,307347,297724,291266,285749,281533,277793,274691,272343,270080,269406,269954,272334,274516,275188,275140,274936,277105,278866,280307,279905,279146,278088,276546,274747,273450,273015,272862,272229,270940,268460,267043,266526,266258,264533,263122,263092,264040,263832,262403,260299,258648,257987,258480,260480,263878,268738,274276,280498,286583,292439,297332,301719,305856,311735,318754,326782,334427,341867,348499,353810,357674,360771,363086,365038,366947,369126,371041,373339,376094,380213,384082,388478,392064,394884,395989,396468,396917,398102,399699,402328,403050,402291,398700,394313,389751,391362,398660,408836,415890,420551,424914,428539,428221,424101,417732,414390,413307,417799,425252,435714,443457,449137,452672,455581,459379,465096,473401,481796,491090,498123,502103,502053,500409,500128,500691,501484,503556,506677,511866,516171,519320,518018,514378,510510,509691,510382,511225,512373,514962,519268,524776,530459,535915,539205,541503,543569,546794,548392,547654,547188,549897,556834,566082,576478,586625,594169,599999,603921,609562,616064,623925,629369,631573,631640,634640,641248,650297,662384,677000,693541,706714,714414,717349,715951,713458,710306,708999,707903,705526,699473
65,Vancouver,WA,174187,174357,174521,174789,174922,175162,175776,176864,177872,178528,178673,179171,179176,179204,178297,178140,178163,178925,179714,180833,181765,182516,182916,183632,183866,183974,183768,183960,184232,184708,185517,186565,187386,187949,188350,189011,189293,189535,189563,189989,190438,191167,192333,194144,196194,198211,200137,201990,203043,203806,204533,206011,207644,209547,211961,214890,217307,219438,221150,223370,224951,226579,228489,231535,235170,240048,245871,252592,259344,265233,270479,274856,278834,282012,284440,287492,290721,294112,296185,297921,298868,298799,298065,297550,298096,299056,299934,300702,301535,301668,301711,301179,300844,300025,298458,296381,293352,290415,287725,284970,281486,277659,274386,271520,268413,265274,262178,258178,253695,249902,247049,244058,240779,237434,234722,232066,230221,229357,229288,230134,230585,229869,228764,229148,230552,231243,229707,227076,224445,221962,219735,216405,213100,210958,209614,207870,204849,202759,201043,199764,197226,195346,193524,193021,192847,192505,191695,190508,190031,189942,190627,191380,193002,194826,196975,198880,200831,202951,205207,207389,209831,212092,214582,216742,218992,220927,222767,224519,226217,227796,229434,230814,232359,233402,234842,236146,237936,239491,241190,242845,244706,246854,249044,251278,253528,255577,257916,260148,262798,265129,267704,270585,273951,277378,280441,283092,285547,287600,289704,291466,293244,294879,296823,299204,301900,304774,307759,310568,313033,315010,316839,318561,320293,321626,322909,324318,326508,329281,332236,334538,336390,337283,338695,339693,340794,341096,341349,342215,343509,345330,347137,348795,349982,350482,350692,350906,351598,352785,354716,357065,360145,363507,367073,369934,371308,371713,371965,373669,377027,381577,386892,392346,398055,403530,408838,413754,418519,423411,428269,432577,435955,438809,442121,446133,452011,459181,467543,475539,482046,485737,485546,482404,478390,475657,473976,472235,470181
66,Columbia,SC,98237,98366,98569,99029,99497,99977,100462,100968,101448,101816,102144,102435,102781,103166,103498,103796,104006,104270,104444,104729,104985,105324,105591,105797,106003,106171,106437,106629,106764,106775,106890,107051,107332,107605,107991,108366,108741,109105,109435,109790,110103,110462,110854,111363,111858,112290,112606,112897,113188,113515,113922,114277,114626,114981,115436,116004,116554,117084,117527,117946,118344,118781,119219,119697,120200,120741,121352,121964,122594,123127,123640,124169,124747,125302,125837,126371,126882,127419,128008,128615,129129,129481,129825,130212,130654,131010,131368,131696,132139,132511,132823,133007,133088,133137,133145,133187,133139,133245,133223,133165,132970,132793,132573,132281,132100,132036,131873,131578,131077,130644,130423,130235,129940,129511,129288,129220,129055,128816,128506,128284,127859,127199,126705,126637,126978,127159,127095,126769,126251,125515,124883,124288,123939,123506,123150,122606,122099,121452,120816,120082,119353,118645,117911,117296,116837,116633,116457,116341,116218,116049,115769,115303,114938,114545,114236,113959,113821,113849,113879,113959,114056,114251,114363,114404,114320,114290,114209,114307,114544,114890,115163,115530,115914,116147,116139,115841,115371,114499,113836,113452,113445,113510,113705,114033,114458,114772,115066,115430,115905,116467,117009,117563,118245,118881,119307,119628,119965,120467,120908,121446,122157,123028,123895,124503,125004,125424,125900,126400,126781,127176,127532,127960,128406,128795,129273,129912,130567,131265,131876,132420,132753,132923,133307,133837,134553,135209,135993,136888,137646,138284,138786,139285,139591,139939,140360,140975,141571,142286,143235,144362,145523,146561,147582,148338,148874,149191,149752,150548,151721,153219,155063,156968,158946,161051,163384,165776,168481,171684,174572,176551,177504,178494,179881,181515,184277,187855,192260,196371,200173,203606,206247,208002,208814,209514,210044,210454,210800
67,Marietta,GA,162907,162894,163238,163933,164913,165866,166784,167802,169132,170636,171971,173115,173880,174598,175135,175852,176720,177660,178623,179592,180475,181281,182109,182956,183692,184370,184965,185656,186267,186859,187434,188044,188630,189202,189729,190073,190204,190124,190139,190333,190838,191575,192419,193274,194094,194740,195346,195934,196169,196185,196259,196881,197647,198471,199312,200328,201081,201716,202110,202706,203252,204049,204565,205214,206100,207234,208228,208870,209448,210130,210809,211699,212593,213404,213940,214614,215523,216763,218068,219191,219985,220437,220601,220915,220844,220948,221165,221914,222934,223656,224134,223925,223194,221991,220352,219702,219045,218848,217924,217564,217145,216769,216331,215987,215677,215223,214448,212556,210535,209227,208446,206911,204811,203416,203328,202942,201588,199356,197590,197149,196732,196661,196678,197643,197911,197045,194385,191572,188551,186676,184716,183147,181272,179949,178548,176988,174985,173148,172087,172391,173044,173045,173307,172899,173939,174515,176060,176984,177468,177889,178202,178458,178877,179373,180394,181582,182953,184428,186067,187792,189605,191577,193504,195459,197111,199099,201054,203303,205179,207014,208903,210941,212997,214297,215389,216090,216854,217764,218945,220377,221335,222138,222847,224054,225648,227287,228713,229992,231423,233164,235096,237338,239400,241052,242011,243066,244391,245834,246776,247223,247909,249257,251184,253268,254702,255885,257067,258874,260817,262405,263577,264230,264986,266005,267459,269298,271359,273541,275573,277063,278547,279611,281193,282724,284697,286489,287943,289157,290086,291341,292492,293645,294542,295134,295507,295557,295886,296839,298319,300017,301991,304117,306349,307894,308426,308641,309406,311450,314524,318362,322835,327308,331764,336367,341369,346748,352761,359227,364558,368290,370896,374356,378955,384346,391240,399192,408428,417135,424371,429399,431767,432041,430827,429584,428609,427348,426888
68,Corpus Christi,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106590,106653,107077,108064,109486,110983,112209,113331,114106,114723,115220,115827,116531,117135,117501,117808,118297,118958,119689,120326,120952,121556,122265,123106,124057,124843,125379,125723,126134,126579,126859,126985,127041,127353,127858,128638,129380,129992,130233,130290,130016,129589,128885,128242,127691,127250,126662,125865,124907,123960,123263,122543,122301,122125,122330,122382,122258,121834,121263,120834,120714,120636,120617,120518,120399,120253,120173,119984,119713,119315,118952,118562,117984,117206,116450,115933,115765,115675,115719,115678,115684,115474,115411,115408,115583,115702,115720,115690,115501,115239,114984,115027,115252,115459,115460,115401,115477,115786,116384,117158,117811,118204,118363,118516,118649,118863,118977,119208,119408,119922,120659,121639,122625,123582,124625,125638,126692,127565,128580,129413,130338,131238,132222,133399,134421,135610,136942,138482,139963,141125,142066,142991,143580,144197,144670,145297,145732,146234,146666,147007,147168,147403,147850,148657,149611,150590,151225,151673,152018,152360,152460,152399,152389,152357,152498,152667,153101,153673,154455,155176,155948,156259,156364,156195,156247,156384,156580,156611,156916,157360,157511,157581,157975,159085,160547,162049,163331,164459,165349,166173,167061,168214,169142,169727,169874,170385,170874,171679,173060,175067,177201,178093,178221,177832,178702,180558,182996,185410,187087,188669,189892,191247,192332,193320,194802,196386,198370,200064,202130,204027,206013,207635,208585,208642,208212,208092,208094,207558,207448
69,Greensboro,NC,104546,104768,104898,105213,105457,105764,106053,106388,106704,107007,107258,107534,107913,108315,108660,108934,109155,109397,109623,109882,110134,110327,110514,110692,110963,111243,111492,111551,111595,111561,111652,111686,111830,111887,111934,112000,112275,112559,112834,113030,113193,113316,113353,113538,113731,113991,114204,114422,114610,114849,115083,115459,115838,116310,116708,117092,117469,117805,118120,118369,118582,118796,118993,119246,119470,119754,120065,120464,120857,121312,121638,121957,122275,122625,123088,123483,124025,124496,124874,125073,125158,125238,125424,125632,125922,126201,126544,126889,127220,127576,127827,127995,128142,128319,128541,128616,128611,128525,128441,128500,128515,128430,128005,127589,127113,126469,125872,125317,125148,124946,124713,124377,124088,123598,123052,122320,121867,121642,121349,121102,120630,120208,119768,119631,119553,119573,119374,119107,118628,118210,117972,117754,117235,116570,115890,115286,114719,114082,113361,112752,112350,111994,111357,110662,110056,109937,110210,110872,111595,112247,112979,113335,113548,113451,113390,113316,112846,112230,111577,111443,111715,112362,113270,114059,114636,115078,115670,116322,116969,117687,118436,119219,120025,120718,121284,121394,121292,121090,121337,121873,122226,122342,122146,122125,122196,122450,122838,123234,123618,123971,124251,124598,125088,125664,126031,126339,126712,127325,127949,128619,129331,130113,130931,131717,132041,131861,131498,131467,131718,132326,133155,133981,134679,135233,135973,136633,137831,139335,141041,142227,143067,143709,144515,145175,145982,146709,147794,148968,150433,151833,153075,153885,154260,154416,154525,154835,155163,155688,156531,157488,158635,159911,161597,163172,164284,165015,165940,167398,169585,171952,174319,176544,178977,181760,184773,187651,190675,193756,196265,197472,197593,197692,198653,200202,202985,206698,211512,216678,221274,225069,227471,228540,228660,228543,228436,228106,228448
70,Lexington,KY,119894,119857,119943,120216,120673,121239,121945,122726,123577,124242,124863,125386,125923,126358,126725,127077,127497,127936,128287,128447,128599,128807,129133,129451,129804,130223,130729,131172,131566,131844,132126,132438,132765,133134,133601,134092,134616,135047,135434,135745,136034,136382,136807,137335,137912,138444,138922,139353,139794,140233,140705,141241,141839,142490,143176,143845,144408,144979,145540,146117,146582,147027,147500,147978,148415,148819,149216,149662,150105,150490,150880,151257,151699,152012,152405,152870,153454,153986,154378,154626,154654,154495,154141,153843,153634,153626,153500,152855,152273,152000,152384,152658,152803,152891,152803,152430,151892,151656,151845,150220,148196,146121,146231,147001,148107,149078,149699,149974,150159,150488,150661,150727,150581,150263,149815,149236,148874,148725,148685,148662,148410,148463,148646,149277,149696,149888,149721,149493,149130,148771,148247,147610,146848,146022,145434,145115,144870,144564,144015,143589,143315,143121,142956,142535,142031,141494,141441,141831,142283,142684,142973,143396,143588,143552,143247,143170,143359,143826,144285,144812,145337,145974,146538,147023,147109,146996,146768,146802,146928,147167,147425,148049,148755,149374,149731,149968,150094,149912,149809,149937,150367,150716,151129,151780,152735,153599,154407,155152,155794,156140,156322,156880,157857,158939,159548,160090,160766,161634,162181,162612,163049,163614,164181,164887,165662,166337,167032,168072,169449,170946,172296,173420,174428,175416,176464,177583,178666,179731,180809,181657,182369,182837,183580,184461,185183,185579,185784,186133,186771,187933,189387,190732,191733,192511,193202,193970,194657,195310,195884,196566,197784,199086,200491,201459,202125,202776,203895,205777,208332,210970,213756,216121,218330,220493,223194,226110,229148,232128,234921,236918,237962,238658,239815,241684,244486,247982,252072,256387,260347,263691,265397,265595,264975,264841,265396,265775,266574
71,Fort Wayne,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93697,93929,94055,94309,94327,94331,94303,94595,95219,96076,96781,97305,97819,98083,98173,98217,98572,98481,98289,98367,98961,99527,99809,100077,100368,100617,100822,100965,101126,101184,101460,101375,101300,101306,101788,102406,102758,102928,103133,103043,102859,102561,102421,102189,102023,102065,102194,102208,102126,102091,102188,102173,102114,101909,101717,101749,101800,101916,101665,101337,100821,100475,100171,99919,99514,99174,98674,98360,98018,97811,97772,97752,97959,98008,97895,97818,97845,98395,99096,99808,100433,100765,100912,100700,100312,99790,98984,98023,97532,97538,97566,97313,97039,97171,97306,97236,97209,97171,97290,97217,96976,96804,96843,97181,97271,97198,97033,97041,97090,97354,97659,97908,97918,97990,98083,98224,98013,97890,97714,97906,98128,98516,98975,99471,99901,100153,100231,100229,100353,100624,100951,101300,101576,101872,101958,102308,102645,103017,103169,103305,103532,103814,104191,104735,105356,105936,106355,106759,107332,108034,108845,109427,109997,110538,111089,111566,111919,112359,112995,113747,114444,115015,115482,116091,116838,117701,118551,119295,119953,120636,121490,122522,123357,124041,124771,125761,126584,127283,127962,128963,130010,131010,131815,132665,133422,134216,135020,136004,137051,137964,138966,139990,141051,141925,142781,143711,144710,145717,146786,147834,148912,149805,150679,151577,152667,154164,156022,158289,160514,162581,164666,167025,169525,172118,174594,176665,178002,178620,179142,179943,181180,183394,186491,190128,193400,195764,197681,198664,198880,198410,198148,198443,198966,199471
72,Naples,FL,165881,165954,166581,167711,169247,170553,171878,173171,174559,175763,177002,178123,179336,180566,181973,183564,185246,186878,188538,190297,192130,193980,195731,197361,198736,200028,201379,202897,204446,206139,207832,209491,210951,212393,214113,215909,217642,219283,221144,223252,225611,227786,229920,231755,233443,235153,236936,238792,240824,243290,246011,248693,251051,253597,256638,260431,265159,269839,274812,279525,285123,291580,299314,0,323156,334278,343190,351643,361097,369059,374914,378736,383892,390377,399439,407587,413794,420324,426353,429045,428725,426212,424945,421470,418003,414484,410029,402860,394415,386414,378795,371418,363960,357144,350348,344826,339449,334598,330850,327777,323626,317591,310734,304509,298012,292121,286895,282215,277086,270814,264398,258720,255503,253298,251507,248131,244895,241054,238922,237217,236057,234789,234238,234761,235319,235495,234537,233014,231285,229442,227326,225414,224036,223706,222568,221031,218906,217646,216882,216227,215430,215040,214478,214069,213887,213566,212788,211896,211730,212470,213528,214763,215590,216550,217873,220402,222788,224874,226514,228294,230511,232948,235568,238317,241133,244247,247092,250334,253252,256049,257971,259793,261848,264087,266401,268875,271263,273835,276918,280853,284801,288008,290473,292648,295039,297693,301030,304855,308775,312431,315864,319067,321928,324356,326245,327785,328687,329484,330280,331195,332104,333528,334467,334964,334312,334016,334022,334389,333927,333398,332833,333323,333861,334991,335550,335919,335416,334989,335172,335942,337169,338111,339452,340684,341626,342321,343531,345338,346540,347085,346969,346662,345623,344768,343925,343980,344211,344929,346177,348040,350179,351621,351959,351510,349984,348388,347594,348829,352030,356245,361286,366350,371285,375735,380396,386492,394945,406267,418907,431811,444008,456398,469015,481216,494999,510438,528236,546160,562296,575752,583008,584910,582207,579645,577873,576439,575301
73,Silver Spring,MD,177671,177505,177549,177829,178676,180020,182085,184144,185726,186909,188454,190547,192246,193598,194791,196629,198849,201389,204286,207219,209954,212149,214121,216302,218343,220342,222242,224838,227967,231625,235964,240622,245032,248742,252177,255428,258257,261365,264824,268498,271550,274897,278108,281948,285847,289909,293362,296696,299534,302654,305614,309687,313885,319031,325223,331816,338324,342444,346351,349682,354425,360020,365930,373032,379760,386572,393307,400178,405607,410547,413671,418507,422147,425301,429149,433135,438266,441351,443567,444960,445105,444664,444097,444261,444442,444323,443598,442742,442448,441021,439093,436135,433390,429847,425688,421527,416778,410996,404991,399174,393384,385938,378613,371381,364682,357903,351301,345601,340578,336956,333707,330332,327350,325417,323936,322414,320223,318850,318085,318578,319702,319175,319790,321154,324547,326011,325141,322370,319142,316667,315480,314717,314078,314838,315895,316443,314765,312299,309852,308233,307992,308521,308888,307941,306294,304661,303507,303500,304014,305588,306872,308248,309916,312005,314521,316496,318337,320022,321497,323248,325429,328505,331180,333363,335209,337264,339696,342022,344508,347008,348976,351035,352451,354094,354696,354863,355227,355791,356745,356981,357065,357272,357718,358421,358950,359817,360817,361946,363378,364873,366345,367702,369830,371637,372228,371673,371392,372051,372502,372228,371968,372788,374757,376969,378956,380690,382271,383951,385113,385757,385557,385621,386486,387821,389243,390564,392333,394188,395823,396817,397839,398689,400008,401168,402305,403340,403955,405072,406794,409908,413253,416203,417734,418547,418448,418529,418538,419306,420630,422427,424822,427598,430698,433269,434338,433987,433841,435762,440206,446006,452336,458057,462862,467763,473381,479492,484742,488741,490464,490233,487789,485717,484575,485375,488198,493204,499895,506473,512169,515457,514682,510444,504743,500916,498738,497421,498383
